price,date_sold,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,property_inflation_index,km_from_cbd
2200000,"Wednesday, 7 October 2020",Chatswood,2,4,2,923,House,24913,38324,167.6,8.15
1360000,"Tuesday, 28 July 2020",Cherrybrook,2,4,2,796,House,18765,39936,167.6,21.99
1810000,"Friday, 24 July 2020",Cherrybrook,2,4,2,894,House,18765,39936,167.6,21.99
803000,"Wednesday, 16 November 2016",Claremont Meadows,2,4,2,553,House,4776,41704,167.6,43.49
745000,"Monday, 10 October 2016",Claremont Meadows,2,4,2,550,House,4776,41704,167.6,43.49
1950000,"Tuesday, 20 September 2016",Clontarf,2,4,2,626,House,1737,59280,167.6,7.69
940000,"Wednesday, 16 November 2016",Colebee,2,4,2,600,House,1931,56368,167.6,36.09
860000,"Monday, 17 October 2016",Colebee,2,4,2,451,House,1931,56368,167.6,36.09
1640000,"Tuesday, 13 September 2016",Collaroy Plateau,2,4,2,423,House,4767,45500,167.6,16.58
3350000,"Wednesday, 19 August 2020",Cremorne,2,4,2,443,House,11227,68952,167.6,4.45
1050000,"Friday, 21 August 2020",Currans Hill,2,4,2,1069,House,5309,42276,167.6,45.05
1610000,"Thursday, 20 August 2020",Elanora Heights,2,4,2,728,House,4357,44460,167.6,19.05
1218000,"Monday, 14 November 2016",Engadine,2,4,2,645,House,17375,41756,167.6,27.77
1100000,"Friday, 28 October 2016",Engadine,2,4,2,600,House,17375,41756,167.6,27.77
1085000,"Friday, 18 November 2016",Engadine,2,4,2,563,House,17375,41756,167.6,27.77
1127500,"Tuesday, 22 November 2016",Engadine,2,4,2,715,House,17375,41756,167.6,27.77
1050000,"Monday, 14 November 2016",Engadine,2,4,2,657,House,17375,41756,167.6,27.77
780000,"Monday, 10 October 2016",Ettalong Beach,2,4,2,498,House,4793,25792,167.6,40.41
1765000,"Thursday, 8 October 2020",Freshwater,2,4,2,594,House,8866,57044,167.6,12.07
779000,"Sunday, 9 October 2016",Glen Alpine,2,4,2,900,House,4559,41912,167.6,47.41
822000,"Saturday, 29 October 2016",Glen Alpine,2,4,2,800,House,4559,41912,167.6,47.41
772000,"Thursday, 22 September 2016",Glen Alpine,2,4,2,1085,House,4559,41912,167.6,47.41
755000,"Monday, 17 October 2016",Glenfield,2,4,2,604,House,9633,37024,167.6,31.57
1080000,"Monday, 27 July 2020",Glenwood,2,4,2,450,House,16130,40820,167.6,29.09
1085000,"Tuesday, 14 July 2020",Glenwood,2,4,2,550,House,16130,40820,167.6,29.09
750000,"Friday, 14 August 2020",Gregory Hills,2,4,2,375,House,4985,51116,167.6,43.95
640000,"Wednesday, 23 November 2016",Hamlyn Terrace,2,4,2,608,House,6069,29952,167.6,72.13
660000,"Monday, 31 August 2020",Hamlyn Terrace,2,4,2,700,House,6069,29952,167.6,72.13
765000,"Tuesday, 8 December 2020",Hamlyn Terrace,2,4,2,563,House,6069,29952,167.6,72.13
685000,"Thursday, 30 July 2020",Hamlyn Terrace,2,4,2,400,House,6069,29952,167.6,72.13
644000,"Friday, 31 July 2020",Hamlyn Terrace,2,4,2,561,House,6069,29952,167.6,72.13
621500,"Sunday, 8 November 2020",Hamlyn Terrace,2,4,2,397,House,6069,29952,167.6,72.13
1150000,"Thursday, 20 October 2016",Hammondville,2,4,2,816,House,3493,32292,167.6,25.13
1260000,"Friday, 17 July 2020",Hardys Bay,2,4,2,4281,House,227,35828,167.6,39.86
2435000,"Sunday, 9 October 2016",Hunters Hill,2,4,2,700,House,9528,48828,167.6,6.95
749990,"Friday, 21 October 2016",Jordan Springs,2,4,2,375,House,5156,50076,167.6,46.85
690000,"Thursday, 29 September 2016",Jordan Springs,2,4,2,375,House,5156,50076,167.6,46.85
1340000,"Tuesday, 25 August 2020",Kellyville,2,4,2,462,House,27971,46228,167.6,30.08
1120000,"Friday, 28 August 2020",Kellyville,2,4,2,450,House,27971,46228,167.6,30.08
1250000,"Thursday, 27 August 2020",Kellyville,2,4,2,540,House,27971,46228,167.6,30.08
1160000,"Thursday, 8 October 2020",Kellyville,2,4,2,635,House,27971,46228,167.6,30.08
1720000,"Friday, 17 July 2020",Killarney Heights,2,4,2,696,House,4469,43836,167.6,10.33
1850000,"Wednesday, 22 July 2020",Killarney Heights,2,4,2,822,House,4469,43836,167.6,10.33
1800000,"Friday, 14 August 2020",Killcare,2,4,2,802,House,473,38584,167.6,40.73
1215000,"Thursday, 18 June 2020",Killcare Heights,2,4,2,607,House,745,40716,167.6,40.94
1465000,"Friday, 26 June 2020",Kirkham,2,4,2,1872,House,699,48256,167.6,49.9
1175000,"Thursday, 25 June 2020",Kirrawee,2,4,2,563,House,9278,39052,167.6,22.57
1785000,"Monday, 29 June 2020",Kogarah Bay,2,4,2,650,House,2022,36504,167.6,15.25
1760000,"Thursday, 25 June 2020",Lilli Pilli,2,4,2,815,House,1390,51636,167.6,24.05
1725000,"Tuesday, 27 September 2016",Lilyfield,2,4,2,405,House,7616,58916,167.6,4.57
690000,"Tuesday, 13 September 2016",Long Jetty,2,4,2,765,House,6390,28288,167.6,61.67
822500,"Friday, 28 August 2020",Marsden Park,2,4,2,375,House,1008,32500,167.6,40.63
780000,"Thursday, 27 August 2020",Marsden Park,2,4,2,260,House,1008,32500,167.6,40.63
1510000,"Saturday, 17 September 2016",Marsfield,2,4,2,575,House,13297,32448,167.6,13.73
1625000,"Tuesday, 30 June 2020",Mascot,2,4,2,198,House,14772,41912,167.6,9.35
1580000,"Saturday, 22 August 2020",Melrose Park,2,4,2,490,House,1574,41028,167.6,13.84
1005500,"Wednesday, 21 September 2016",Milperra,2,4,2,695,House,3952,36244,167.6,22.57
700000,"Saturday, 18 July 2020",Mount Annan,2,4,2,543,House,11703,43680,167.6,46.81
810000,"Wednesday, 14 September 2016",Mount Annan,2,4,2,969,House,11703,43680,167.6,46.81
750000,"Thursday, 23 July 2020",Mount Annan,2,4,2,544,House,11703,43680,167.6,46.81
720000,"Monday, 15 June 2020",Mount Annan,2,4,2,390,House,11703,43680,167.6,46.81
870000,"Wednesday, 7 October 2020",Mount Annan,2,4,2,706,House,11703,43680,167.6,46.81
900000,"Wednesday, 15 July 2020",Mount Annan,2,4,2,603,House,11703,43680,167.6,46.81
772000,"Tuesday, 14 July 2020",Mount Annan,2,4,2,561,House,11703,43680,167.6,46.81
690000,"Thursday, 23 July 2020",Narara,2,4,2,657,House,7934,34632,167.6,53.4
690000,"Monday, 29 June 2020",Narara,2,4,2,601,House,7934,34632,167.6,53.4
1338000,"Saturday, 24 September 2016",Narraweena,2,4,2,897,House,6608,34008,167.6,14.02
1800000,"Tuesday, 16 June 2020",North Ryde,2,4,2,632,House,10860,36712,167.6,10.39
662500,"Tuesday, 18 August 2020",Penrith,2,4,2,651,House,13295,32240,167.6,49.99
1320000,"Saturday, 15 October 2016",Point Frederick,2,4,2,746,House,1927,36868,167.6,48.56
1930000,"Saturday, 18 July 2020",Putney,2,4,2,672,House,4107,44876,167.6,10.51
2150000,"Saturday, 15 August 2020",Riverview,2,4,2,569,House,3354,51740,167.6,6.44
775000,"Monday, 17 October 2016",Rooty Hill,2,4,2,478,House,14704,33176,167.6,35.32
1697500,"Saturday, 15 October 2016",South Coogee,2,4,2,290,House,5502,39260,167.6,8.48
1075000,"Monday, 21 November 2016",Stanhope Gardens,2,4,2,503,House,9163,45864,167.6,30.99
2925000,"Saturday, 22 August 2020",Strathfield,2,4,2,651,House,25813,34424,167.6,12.01
1145000,"Tuesday, 28 July 2020",Sylvania,2,4,2,607,House,10479,37284,167.6,19.33
1430000,"Friday, 14 August 2020",Sylvania Waters,2,4,2,588,House,3169,39572,167.6,19.27
1575000,"Thursday, 20 August 2020",Terrey Hills,2,4,2,696,House,3041,42484,167.6,19.32
765000,"Saturday, 22 August 2020",Terrigal,2,4,2,1089,House,11349,38168,167.6,50.75
3880000,"Thursday, 17 November 2016",Turramurra,2,4,2,1140,House,11919,49920,167.6,16.36
1850000,"Friday, 25 November 2016",Turramurra,2,4,2,1042,House,11919,49920,167.6,16.36
1840000,"Saturday, 26 November 2016",Turramurra,2,4,2,904,House,11919,49920,167.6,16.36
1462000,"Thursday, 8 October 2020",Wentworthville,2,4,2,695,House,11318,34320,167.6,23.17
1879000,"Saturday, 20 June 2020",West Pymble,2,4,2,1005,House,5298,48672,167.6,13.47
1775000,"Thursday, 16 July 2020",West Pymble,2,4,2,1043,House,5298,48672,167.6,13.47
3650000,"Tuesday, 27 September 2016",Woollahra,2,4,2,169,House,7405,71500,167.6,3.91
545000,"Friday, 30 September 2016",Woongarrah,2,4,2,599,House,5226,35256,167.6,73.6
2460000,"Friday, 19 March 2021",Alexandria,2,4,2,148,House,8262,69732,197.9,5.06
2400000,"Monday, 19 April 2021",Avoca Beach,2,4,2,592,House,4584,39728,197.9,48.53
1880000,"Tuesday, 18 May 2021",Bella Vista,2,4,2,773,House,7837,43784,197.9,27.28
1730000,"Sunday, 3 October 2021",Belrose,2,4,2,696,House,8780,39728,197.9,15.92
1350000,"Friday, 21 May 2021",Bensville,2,4,2,761,House,2545,36764,197.9,43.91
5400000,"Saturday, 15 May 2021",Birchgrove,2,4,2,405,House,3303,78780,197.9,2.94
1235000,"Tuesday, 30 March 2021",Bungarribee,2,4,2,691,House,2638,50440,197.9,33.4
1240000,"Monday, 4 October 2021",Bungarribee,2,4,2,691,House,2638,50440,197.9,33.4
1400000,"Thursday, 22 April 2021",Camden Park,2,4,2,959,House,2238,50284,197.9,52.06
1046100,"Tuesday, 23 March 2021",Camden South,2,4,2,974,House,4539,39832,197.9,52.86
1412000,"Friday, 26 March 2021",Carlingford,2,4,2,695,House,24394,33696,197.9,18.2
3800000,"Thursday, 20 May 2021",Castle Cove,2,4,2,904,House,2554,50856,197.9,8.8
1100000,"Friday, 30 April 2021",Chittaway Bay,2,4,2,555,House,2028,31668,197.9,63.59
1090000,"Friday, 5 November 2021",Cobbitty,2,4,2,1271,House,2063,43576,197.9,51.16
2750000,"Friday, 14 May 2021",Collaroy Plateau,2,4,2,423,House,4767,45500,197.9,16.58
1380000,"Friday, 28 May 2021",Como,2,4,2,873,House,3977,49296,197.9,20.31
2400000,"Friday, 19 March 2021",Connells Point,2,4,2,486,House,2829,44200,197.9,17.09
1552000,"Friday, 3 December 2021",Cranebrook,2,4,2,4900,House,15759,40716,197.9,49.66
2260000,"Saturday, 22 May 2021",Davidson,2,4,2,767,House,2849,45292,197.9,14.03
1630000,"Saturday, 13 March 2021",East Ryde,2,4,2,582,House,2454,46800,197.9,9.19
2353000,"Friday, 28 May 2021",Elanora Heights,2,4,2,695,House,4357,44460,197.9,19.05
1600000,"Saturday, 27 March 2021",Elizabeth Hills,2,4,2,621,House,2535,39468,197.9,33.68
1145000,"Tuesday, 18 May 2021",Emu Plains,2,4,2,700,House,8421,37388,197.9,52.26
1380000,"Tuesday, 18 May 2021",Erina,2,4,2,781,House,4774,28340,197.9,50.24
1455000,"Sunday, 5 December 2021",Erina,2,4,2,817,House,4774,28340,197.9,50.24
3260000,"Saturday, 29 May 2021",Ettalong Beach,2,4,2,917,House,4793,25792,197.9,40.41
1336000,"Monday, 4 October 2021",Fairfield West,2,4,2,750,House,11575,22620,197.9,26.47
2460000,"Sunday, 28 March 2021",Forresters Beach,2,4,2,715,House,2900,35932,197.9,56.07
1200000,"Saturday, 15 May 2021",Girraween,2,4,2,700,House,5590,35152,197.9,25.65
1000000,"Friday, 5 November 2021",Glenmore Park,2,4,2,612,House,23004,45916,197.9,49.65
865000,"Monday, 24 May 2021",Glenmore Park,2,4,2,593,House,23004,45916,197.9,49.65
1650000,"Friday, 14 May 2021",Glenmore Park,2,4,2,996,House,23004,45916,197.9,49.65
885000,"Friday, 21 May 2021",Glenmore Park,2,4,2,400,House,23004,45916,197.9,49.65
3985000,"Friday, 5 November 2021",Gordon,2,4,2,1300,House,7668,44564,197.9,12.96
5250000,"Saturday, 15 May 2021",Greenwich,2,4,2,402,House,5613,62660,197.9,4.5
1050000,"Tuesday, 23 March 2021",Hinchinbrook,2,4,2,905,House,11222,30732,197.9,32.72
1809000,"Saturday, 15 May 2021",Hornsby,2,4,2,1013,House,22168,38792,197.9,21.2
1250000,"Thursday, 29 April 2021",Kellyville,2,4,2,450,House,27971,46228,197.9,30.08
2030000,"Monday, 19 April 2021",Kellyville,2,4,2,599,House,27971,46228,197.9,30.08
1660000,"Saturday, 17 April 2021",Kellyville,2,4,2,406,House,27971,46228,197.9,30.08
1660500,"Saturday, 17 April 2021",Kellyville,2,4,2,697,House,27971,46228,197.9,30.08
1457000,"Monday, 26 April 2021",Kellyville,2,4,2,333,House,27971,46228,197.9,30.08
1206000,"Monday, 26 April 2021",Kellyville,2,4,2,305,House,27971,46228,197.9,30.08
1868000,"Friday, 19 March 2021",Kyle Bay,2,4,2,754,House,1035,47528,197.9,17.07
1375000,"Friday, 23 April 2021",Lake Haven,2,4,2,1087,House,3578,25272,197.9,74.04
1035000,"Friday, 3 December 2021",Lake Munmorah,2,4,2,759,House,5248,27092,197.9,81.81
1092000,"Saturday, 22 May 2021",Leonay,2,4,2,695,House,2518,46852,197.9,52.96
1100000,"Saturday, 4 December 2021",Lurnea,2,4,2,1024,House,9311,22724,197.9,29.97
1350000,"Saturday, 20 March 2021",Macmasters Beach,2,4,2,605,House,1294,37440,197.9,44.72
1040000,"Monday, 17 May 2021",Marsden Park,2,4,2,406,House,1008,32500,197.9,40.63
1225000,"Sunday, 5 December 2021",Marsden Park,2,4,2,450,House,1008,32500,197.9,40.63
1185000,"Saturday, 15 May 2021",Milperra,2,4,2,550,House,3952,36244,197.9,22.57
1671000,"Tuesday, 30 March 2021",Miranda,2,4,2,697,House,15284,38272,197.9,20.95
1330000,"Monday, 4 October 2021",Miranda,2,4,2,822,House,15284,38272,197.9,20.95
1435000,"Saturday, 4 December 2021",Miranda,2,4,2,581,House,15284,38272,197.9,20.95
1290000,"Saturday, 22 May 2021",Mount Kuring-Gai,2,4,2,1080,House,1708,39416,197.9,25.47
1125000,"Monday, 31 May 2021",Mount Riverview,2,4,2,758,House,3034,41704,197.9,55.12
1055500,"Friday, 21 May 2021",Mount Riverview,2,4,2,695,House,3034,41704,197.9,55.12
1050000,"Friday, 30 April 2021",Narara,2,4,2,638,House,7934,34632,197.9,53.4
1005000,"Thursday, 13 May 2021",Narellan Vale,2,4,2,756,House,7193,40352,197.9,47.8
3130000,"Saturday, 13 March 2021",Naremburn,2,4,2,557,House,5884,67184,197.9,5.36
1000000,"Friday, 16 April 2021",Niagara Park,2,4,2,803,House,2743,33384,197.9,55.43
1810000,"Monday, 4 October 2021",North Avoca,2,4,2,636,House,2200,45084,197.9,49.98
5270000,"Saturday, 17 April 2021",North Bondi,2,4,2,533,House,9165,62608,197.9,6.63
1820000,"Tuesday, 23 March 2021",North Narrabeen,2,4,2,658,House,5852,43836,197.9,19.68
2407000,"Monday, 29 March 2021",North Rocks,2,4,2,797,House,7965,40092,197.9,20.61
2005000,"Saturday, 24 April 2021",North Strathfield,2,4,2,365,House,4767,42952,197.9,11.24
3950000,"Friday, 26 March 2021",North Sydney,2,4,2,484,House,7705,68744,197.9,3.16
4750000,"Wednesday, 31 March 2021",Northbridge,2,4,2,670,House,6347,60060,197.9,6.03
1120000,"Tuesday, 20 April 2021",Ourimbah,2,4,2,7997,House,3951,37180,197.9,61.95
1127000,"Monday, 17 May 2021",Ourimbah,2,4,2,663,House,3951,37180,197.9,61.95
2700000,"Wednesday, 21 April 2021",Pagewood,2,4,2,640,House,3805,38012,197.9,8.19
1585000,"Saturday, 20 March 2021",Pagewood,2,4,2,442,House,3805,38012,197.9,8.19
1160000,"Wednesday, 14 April 2021",Parklea,2,4,2,600,House,3465,43004,197.9,31.23
2270000,"Tuesday, 18 May 2021",Petersham,2,4,2,474,House,8116,52884,197.9,5.99
1500000,"Tuesday, 20 April 2021",Regentville,2,4,2,838,House,809,40456,197.9,51.59
1012000,"Saturday, 29 May 2021",Schofields,2,4,2,305,House,4983,42744,197.9,35.82
1150000,"Wednesday, 19 May 2021",Schofields,2,4,2,412,House,4983,42744,197.9,35.82
1182500,"Friday, 28 May 2021",Schofields,2,4,2,450,House,4983,42744,197.9,35.82
2350000,"Saturday, 15 May 2021",Seaforth,2,4,2,551,House,7139,55224,197.9,8.76
900000,"Friday, 3 December 2021",Seven Hills,2,4,2,681,House,19326,33540,197.9,26.58
1875000,"Saturday, 24 April 2021",Shelly Beach,2,4,2,575,House,1318,33696,197.9,60.56
1460000,"Wednesday, 31 March 2021",St Huberts Island,2,4,2,575,House,1058,34632,197.9,42.95
1180000,"Friday, 23 April 2021",St Huberts Island,2,4,2,607,House,1058,34632,197.9,42.95
2020000,"Monday, 4 October 2021",Sylvania Waters,2,4,2,569,House,3169,39572,197.9,19.27
1035000,"Thursday, 20 May 2021",Tascott,2,4,2,493,House,1602,36868,197.9,46.89
2130000,"Saturday, 22 May 2021",Terrey Hills,2,4,2,708,House,3041,42484,197.9,19.32
1250000,"Saturday, 24 April 2021",Terrigal,2,4,2,664,House,11349,38168,197.9,50.75
2600000,"Saturday, 20 March 2021",Turramurra,2,4,2,930,House,11919,49920,197.9,16.36
1680000,"Wednesday, 24 March 2021",Turrella,2,4,2,670,House,2511,32292,197.9,9.65
1200000,"Thursday, 15 April 2021",Umina Beach,2,4,2,2010,House,16733,29380,197.9,39.51
2188888,"Sunday, 3 October 2021",Wahroonga,2,4,2,2649,House,17371,47424,197.9,17.9
2275000,"Monday, 4 October 2021",Westleigh,2,4,2,695,House,4456,44044,197.9,21.62
1475000,"Wednesday, 31 March 2021",Wiley Park,2,4,2,578,House,10126,23036,197.9,14.66
3275000,"Tuesday, 20 April 2021",Wollstonecraft,2,4,2,745,House,8323,72176,197.9,3.78
1100000,"Friday, 21 May 2021",Woodcroft,2,4,2,450,House,6440,40768,197.9,32.83
1240000,"Wednesday, 19 May 2021",Woronora Heights,2,4,2,724,House,2855,44252,197.9,25.14
1300000,"Thursday, 25 March 2021",Wyongah,2,4,2,911,House,2020,32448,197.9,70.78
1635000,"Saturday, 24 April 2021",Yarrawarrah,2,4,2,630,House,2733,45292,197.9,26.82
2100000,"Monday, 31 May 2021",Yowie Bay,2,4,2,710,House,3074,45292,197.9,22.79
1020000,"Wednesday, 21 October 2020",Bateau Bay,2,4,2,741,House,12146,30316,172.6,58.53
840000,"Wednesday, 21 October 2020",Bateau Bay,2,4,2,569,House,12146,30316,172.6,58.53
880000,"Sunday, 11 October 2020",Bateau Bay,2,4,2,630,House,12146,30316,172.6,58.53
1975000,"Thursday, 17 September 2020",Bayview,2,4,2,715,House,3620,40300,172.6,23.83
700000,"Friday, 16 October 2020",Berkeley Vale,2,4,2,588,House,8355,33852,172.6,61.6
1575000,"Saturday, 21 November 2020",Beverley Park,2,4,2,448,House,2393,39208,172.6,14.44
1950000,"Saturday, 28 November 2020",Bilgola Plateau,2,4,2,696,House,3518,46956,172.6,26.3
1735000,"Wednesday, 9 December 2020",Bilgola Plateau,2,4,2,696,House,3518,46956,172.6,26.3
1250000,"Friday, 20 November 2020",Blue Bay,2,4,2,594,House,1027,32188,172.6,62.76
3025000,"Saturday, 24 October 2020",Caringbah South,2,4,2,948,House,12242,42172,172.6,22.43
2125000,"Thursday, 10 December 2020",Caringbah South,2,4,2,750,House,12242,42172,172.6,22.43
1325000,"Saturday, 31 October 2020",Carnes Hill,2,4,2,450,House,2043,44096,172.6,34.35
1110000,"Saturday, 28 November 2020",Carnes Hill,2,4,2,486,House,2043,44096,172.6,34.35
840000,"Thursday, 17 September 2020",Casula,2,4,2,336,House,15662,30368,172.6,30.52
1460000,"Friday, 16 October 2020",Cheltenham,2,4,2,770,House,2243,48152,172.6,17.09
2000000,"Saturday, 21 November 2020",Chifley,2,4,2,670,House,3233,36452,172.6,11.99
1700000,"Saturday, 26 September 2020",Collaroy Plateau,2,4,2,556,House,4767,45500,172.6,16.58
3567000,"Saturday, 10 October 2020",Coogee,2,4,2,539,House,15212,66820,172.6,7.42
850000,"Wednesday, 25 November 2020",Cranebrook,2,4,2,453,House,15759,40716,172.6,49.66
1800000,"Friday, 13 November 2020",Davidson,2,4,2,715,House,2849,45292,172.6,14.03
4810000,"Thursday, 29 October 2020",Dover Heights,2,4,2,588,House,3802,59540,172.6,6.67
2280000,"Tuesday, 17 November 2020",East Killara,2,4,2,942,House,2978,38428,172.6,12.23
1802000,"Saturday, 26 September 2020",Elanora Heights,2,4,2,622,House,4357,44460,172.6,19.05
1520000,"Sunday, 18 October 2020",Epping,2,4,2,809,House,23688,37024,172.6,15.95
925000,"Saturday, 17 October 2020",Glenmore Park,2,4,2,893,House,23004,45916,172.6,49.65
965000,"Wednesday, 30 September 2020",Glenmore Park,2,4,2,715,House,23004,45916,172.6,49.65
850000,"Thursday, 15 October 2020",Glenmore Park,2,4,2,586,House,23004,45916,172.6,49.65
1569000,"Saturday, 28 November 2020",Homebush,2,4,2,460,House,7007,37908,172.6,12.1
2000000,"Monday, 28 September 2020",Hunters Hill,2,4,2,616,House,9528,48828,172.6,6.95
2551000,"Saturday, 26 September 2020",Illawong,2,4,2,935,House,7271,44096,172.6,21.6
875000,"Wednesday, 18 November 2020",Jordan Springs,2,4,2,510,House,5156,50076,172.6,46.85
850000,"Monday, 26 October 2020",Jordan Springs,2,4,2,450,House,5156,50076,172.6,46.85
706000,"Saturday, 24 October 2020",Jordan Springs,2,4,2,323,House,5156,50076,172.6,46.85
1800000,"Friday, 25 September 2020",Kangaroo Point,2,4,2,607,House,560,59852,172.6,18.56
1932000,"Saturday, 24 October 2020",Killarney Heights,2,4,2,696,House,4469,43836,172.6,10.33
1180000,"Monday, 9 November 2020",Killcare,2,4,2,370,House,473,38584,172.6,40.73
8500000,"Thursday, 19 November 2020",Kurraba Point,2,4,2,782,House,1521,81744,172.6,2.82
1120000,"Thursday, 17 September 2020",Lidcombe,2,4,2,381,House,19627,27248,172.6,14.99
1930000,"Friday, 23 October 2020",Lilli Pilli,2,4,2,1587,House,1390,51636,172.6,24.05
2491000,"Saturday, 21 November 2020",Little Bay,2,4,2,570,House,4477,48360,172.6,13.55
1020000,"Friday, 13 November 2020",Macquarie Links,2,4,2,723,House,1360,47372,172.6,33.73
1150000,"Friday, 16 October 2020",Macquarie Links,2,4,2,902,House,1360,47372,172.6,33.73
1550000,"Friday, 16 October 2020",Narraweena,2,4,2,575,House,6608,34008,172.6,14.02
1110000,"Tuesday, 29 September 2020",Norah Head,2,4,2,754,House,1129,37180,172.6,72.34
1060000,"Saturday, 10 October 2020",Noraville,2,4,2,512,House,2918,30888,172.6,73.32
2701050,"Tuesday, 13 October 2020",North Balgowlah,2,4,2,550,House,3667,51064,172.6,9.49
1290000,"Thursday, 19 November 2020",Northmead,2,4,2,688,House,11215,40924,172.6,21.97
2250000,"Friday, 23 October 2020",Northwood,2,4,2,628,House,982,72124,172.6,4.95
1300000,"Sunday, 27 September 2020",Peakhurst,2,4,2,676,House,10539,31876,172.6,17.67
1370500,"Thursday, 29 October 2020",Peakhurst,2,4,2,2200,House,10539,31876,172.6,17.67
1625000,"Monday, 14 September 2020",Pearl Beach,2,4,2,651,House,536,35568,172.6,36.91
1315000,"Saturday, 17 October 2020",Penshurst,2,4,2,644,House,12786,34684,172.6,16.01
1225000,"Thursday, 22 October 2020",Pleasure Point,2,4,2,522,House,528,52312,172.6,24.22
1975000,"Monday, 9 November 2020",Port Hacking,2,4,2,923,House,1093,55120,172.6,23.74
1426000,"Saturday, 14 November 2020",Potts Hill,2,4,2,453,House,893,40820,172.6,16.67
1323000,"Saturday, 10 October 2020",Prestons,2,4,2,700,House,15313,36244,172.6,32.26
2625000,"Friday, 30 October 2020",Pretty Beach,2,4,2,2314,House,352,34320,172.6,39.61
2750000,"Wednesday, 30 September 2020",Riverview,2,4,2,604,House,3354,51740,172.6,6.44
2525000,"Tuesday, 17 November 2020",Rosebery,2,4,2,544,House,10117,42172,172.6,5.94
2360000,"Saturday, 31 October 2020",Roseville Chase,2,4,2,597,House,1616,52728,172.6,10.07
1075000,"Saturday, 14 November 2020",Rouse Hill,2,4,2,637,House,7965,45812,172.6,34.5
1070000,"Friday, 13 November 2020",Rouse Hill,2,4,2,600,House,7965,45812,172.6,34.5
1230000,"Sunday, 11 October 2020",Rouse Hill,2,4,2,539,House,7965,45812,172.6,34.5
835000,"Wednesday, 21 October 2020",Schofields,2,4,2,325,House,4983,42744,172.6,35.82
1011000,"Saturday, 10 October 2020",Schofields,2,4,2,775,House,4983,42744,172.6,35.82
1450000,"Thursday, 17 September 2020",Shelly Beach,2,4,2,575,House,1318,33696,172.6,60.56
725000,"Monday, 23 November 2020",Spring Farm,2,4,2,487,House,4307,53196,172.6,50.15
725000,"Thursday, 19 November 2020",Spring Farm,2,4,2,375,House,4307,53196,172.6,50.15
775000,"Friday, 27 November 2020",Spring Farm,2,4,2,502,House,4307,53196,172.6,50.15
700000,"Wednesday, 18 November 2020",Spring Farm,2,4,2,455,House,4307,53196,172.6,50.15
710000,"Thursday, 26 November 2020",Spring Farm,2,4,2,400,House,4307,53196,172.6,50.15
705000,"Thursday, 26 November 2020",Spring Farm,2,4,2,396,House,4307,53196,172.6,50.15
870000,"Saturday, 21 November 2020",Spring Farm,2,4,2,580,House,4307,53196,172.6,50.15
799000,"Monday, 16 November 2020",Spring Farm,2,4,2,550,House,4307,53196,172.6,50.15
1466000,"Saturday, 14 November 2020",Sylvania Waters,2,4,2,569,House,3169,39572,172.6,19.27
2100000,"Friday, 27 November 2020",Taren Point,2,4,2,708,House,1734,36296,172.6,18.73
1912000,"Saturday, 26 September 2020",Turrella,2,4,2,696,House,2511,32292,172.6,9.65
1152000,"Thursday, 29 October 2020",Voyager Point,2,4,2,532,House,1668,51376,172.6,24.14
1770000,"Friday, 9 October 2020",Warrawee,2,4,2,930,House,2995,51636,172.6,17.2
1515000,"Wednesday, 16 September 2020",West Pymble,2,4,2,1170,House,5298,48672,172.6,13.47
1501000,"Saturday, 10 October 2020",West Pymble,2,4,2,824,House,5298,48672,172.6,13.47
2385101,"Wednesday, 25 November 2020",Wheeler Heights,2,4,2,796,House,2986,42848,172.6,16.54
670000,"Friday, 30 October 2020",Wyoming,2,4,2,582,House,10134,29380,172.6,52.93
1285000,"Monday, 14 September 2020",Yarrawarrah,2,4,2,833,House,2733,45292,172.6,26.82
1360000,"Saturday, 20 February 2021",Abbotsbury,2,4,2,699,House,4253,37492,183.1,32.42
940000,"Monday, 25 January 2016",Acacia Gardens,2,4,2,560,House,3798,47060,150.9,31.04
1650000,"Friday, 13 October 2017",Allambie Heights,2,4,2,753,House,7009,40404,174,11.16
1855000,"Saturday, 15 July 2017",Allambie Heights,2,4,2,696,House,7009,40404,174.2,11.16
610000,"Friday, 19 October 2018",Ambarvale,2,4,2,679,House,7374,28912,160.5,45.75
1950000,"Friday, 25 August 2017",Annandale,2,4,2,253,House,9451,60424,174.2,4.06
2380000,"Friday, 28 September 2018",Artarmon,2,4,2,697,House,9523,53456,160.5,6.34
1100000,"Saturday, 24 November 2018",Asquith,2,4,2,505,House,3376,40924,160.5,21.32
1895000,"Thursday, 28 January 2021",Avalon Beach,2,4,2,651,House,9905,43628,183.1,28.35
2200000,"Wednesday, 16 August 2017",Avalon Beach,2,4,2,873,House,9905,43628,174.2,28.35
1680000,"Wednesday, 16 August 2017",Avalon Beach,2,4,2,720,House,9905,43628,174.2,28.35
2250000,"Friday, 11 October 2019",Avalon Beach,2,4,2,696,House,9905,43628,166.4,28.35
1015000,"Friday, 20 September 2019",Avoca Beach,2,4,2,568,House,4584,39728,166.4,48.53
2705000,"Thursday, 12 November 2020",Avoca Beach,2,4,2,670,House,4584,39728,183.1,48.53
